"","st_abb","st_code","date","stability","ppt","tmax","tmin","tavg","dday_a0C","dday_a5C","dday_a8C","dday_a10C","dday_a12C","dday_a15C","dday_a18C","dday_a20C","dday_a21C","dday_a25C","dday_a29C","dday_a30C","dday_a31C","dday_a32C","dday_a33C","dday_a34C","dday_b15C","dday_b18C","dday_b21C"
"71153","OK",40,20210102,"stable",1.706,4.257,-1.073,1.592,1.936,0.113,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,13.408,16.408,19.408
"71154","OK",40,20210103,"stable",0.539,8.187,-2.484,2.851,3.465,0.942,0.249,0.051,0.002,0,0,0,0,0,0,0,0,0,0,0,12.149,15.149,18.149
"71155","OK",40,20210104,"stable",0.079,11.938,-2.972,4.483,5.093,2.164,0.97,0.433,0.11,0.001,0,0,0,0,0,0,0,0,0,0,10.518,13.517,16.517
"71156","OK",40,20210105,"stable",0.008,15.615,-2.067,6.774,7.101,3.778,2.254,1.424,0.757,0.153,0.004,0,0,0,0,0,0,0,0,0,8.379,11.231,14.226
"71157","OK",40,20210106,"stable",0.312,15.748,-1.698,7.025,7.294,3.879,2.322,1.471,0.782,0.143,0.006,0,0,0,0,0,0,0,0,0,8.118,10.981,13.975
"71158","OK",40,20210107,"stable",5.523,8.88,1.228,5.054,5.32,1.358,0.22,0.021,0,0,0,0,0,0,0,0,0,0,0,0,9.946,12.946,15.946
"71159","OK",40,20210108,"stable",0.176,5.759,-0.137,2.811,3.137,0.242,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,12.189,15.189,18.189
"71160","OK",40,20210109,"stable",0,5.026,-5.496,-0.235,1.585,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.235,18.235,21.235
"71161","OK",40,20210110,"stable",0.369,5.65,-5.5,0.075,1.849,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,17.925,20.925
"71162","OK",40,20210111,"stable",0.291,2.967,-3.723,-0.378,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.378,18.378,21.378
"71163","OK",40,20210112,"stable",0.018,7.863,-5.756,1.054,2.76,0.616,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,13.946,16.946,19.946
"71164","OK",40,20210113,"stable",0.01,11.387,-5.334,3.027,4.377,1.765,0.68,0.203,0.021,0,0,0,0,0,0,0,0,0,0,0,11.973,14.973,17.973
"71165","OK",40,20210114,"stable",0.001,15.293,-3.795,5.749,6.498,3.434,2.014,1.244,0.631,0.113,0.005,0,0,0,0,0,0,0,0,0,9.364,12.256,15.251
"71166","OK",40,20210115,"stable",0.002,12.435,0.513,6.474,6.528,2.734,1.259,0.563,0.144,0.002,0,0,0,0,0,0,0,0,0,0,8.528,11.526,14.526
"71167","OK",40,20210116,"stable",0.004,7.617,-3.616,2,2.934,0.614,0.079,0.005,0,0,0,0,0,0,0,0,0,0,0,0,13,16,19
"71168","OK",40,20210117,"stable",0,10.903,-3.875,3.514,4.39,1.677,0.61,0.185,0.014,0,0,0,0,0,0,0,0,0,0,0,11.486,14.486,17.486
"71169","OK",40,20210118,"stable",0,12.136,-2.666,4.735,5.261,2.248,0.984,0.391,0.065,0,0,0,0,0,0,0,0,0,0,0,10.265,13.265,16.265
"71170","OK",40,20210119,"stable",0.082,14.708,-1.319,6.695,6.929,3.491,1.982,1.194,0.597,0.124,0,0,0,0,0,0,0,0,0,0,8.43,11.306,14.305
"71171","OK",40,20210120,"stable",0.001,9.697,-2.295,3.701,4.35,1.457,0.477,0.197,0.057,0.001,0,0,0,0,0,0,0,0,0,0,11.299,14.299,17.299
"71172","OK",40,20210121,"stable",0.923,9.246,-0.386,4.43,4.682,1.342,0.42,0.22,0.111,0.025,0,0,0,0,0,0,0,0,0,0,10.595,13.57,16.57
"71173","OK",40,20210122,"stable",0.002,11.535,1.275,6.405,6.576,2.502,0.943,0.349,0.118,0.011,0,0,0,0,0,0,0,0,0,0,8.606,11.595,14.595
"71174","OK",40,20210123,"stable",0,11.357,-0.608,5.374,5.809,2.316,0.962,0.417,0.121,0,0,0,0,0,0,0,0,0,0,0,9.626,12.626,15.626
"71175","OK",40,20210124,"stable",0.31,10.057,1.597,5.827,5.964,1.96,0.559,0.156,0.074,0.019,0,0,0,0,0,0,0,0,0,0,9.192,12.173,15.173
"71176","OK",40,20210125,"stable",19.479,11.324,3.915,7.619,7.678,3.33,1.616,0.914,0.48,0.122,0,0,0,0,0,0,0,0,0,0,7.503,10.381,13.381
"71177","OK",40,20210126,"stable",0.711,11.497,-2.19,4.653,5.311,2.44,1.341,0.813,0.438,0.105,0.007,0,0,0,0,0,0,0,0,0,10.452,13.354,16.347
"71178","OK",40,20210127,"stable",0.166,3.176,-3.425,-0.124,1.64,0.356,0.112,0.046,0.018,0,0,0,0,0,0,0,0,0,0,0,15.124,18.124,21.124
"71179","OK",40,20210128,"stable",0.016,3.191,-6.015,-1.412,0.937,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.412,19.412,22.412
"71180","OK",40,20210129,"stable",0.001,8.078,-4.726,1.676,3.006,0.712,0.126,0.047,0.012,0,0,0,0,0,0,0,0,0,0,0,13.324,16.324,19.324
"71181","OK",40,20210130,"stable",1.739,13.776,-0.177,6.8,6.837,3.209,1.675,0.89,0.329,0.041,0.004,0,0,0,0,0,0,0,0,0,8.241,11.204,14.2
"71182","OK",40,20210131,"stable",4.734,18.317,1.741,10.029,10.072,5.778,3.817,2.733,1.812,0.763,0.176,0.027,0.005,0,0,0,0,0,0,0,5.734,8.147,10.976
"71183","OR",41,20210101,"stable",2.178,4.962,-1.567,1.698,2.755,0.453,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,13.302,16.302,19.302
"71184","OR",41,20210102,"stable",5.407,5.979,-1.195,2.392,3.301,0.77,0.143,0.009,0,0,0,0,0,0,0,0,0,0,0,0,12.608,15.608,18.608
"71185","OR",41,20210103,"stable",12.863,4.941,0.509,2.725,3.105,0.543,0.064,0.002,0,0,0,0,0,0,0,0,0,0,0,0,12.275,15.275,18.275
"71186","OR",41,20210104,"stable",7.136,7.513,1.991,4.752,4.778,0.992,0.139,0.015,0,0,0,0,0,0,0,0,0,0,0,0,10.248,13.248,16.248
"71187","OR",41,20210105,"stable",7.918,6.586,-0.765,2.91,3.309,0.624,0.079,0.006,0,0,0,0,0,0,0,0,0,0,0,0,12.09,15.09,18.09
"71188","OR",41,20210106,"stable",3.473,5.443,-2.555,1.444,2.48,0.378,0.039,0.004,0,0,0,0,0,0,0,0,0,0,0,0,13.556,16.556,19.556
"71189","OR",41,20210107,"stable",6.378,5.601,-0.169,2.716,3.115,0.426,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,12.284,15.284,18.284
"71190","OR",41,20210108,"stable",3.934,5.524,-1.86,1.832,2.679,0.41,0.052,0.006,0,0,0,0,0,0,0,0,0,0,0,0,13.168,16.168,19.168
"71191","OR",41,20210109,"stable",3.584,3.556,-3.821,-0.132,1.483,0.2,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,15.132,18.132,21.132
"71192","OR",41,20210110,"stable",2.043,3.784,-5.231,-0.723,1.513,0.233,0.04,0.011,0,0,0,0,0,0,0,0,0,0,0,0,15.723,18.723,21.723
"71193","OR",41,20210111,"stable",1.128,5.511,-2.677,1.417,2.665,0.472,0.067,0.005,0,0,0,0,0,0,0,0,0,0,0,0,13.583,16.583,19.583
"71194","OR",41,20210112,"stable",10.511,6.11,-2.3,1.905,3.117,0.742,0.166,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,13.095,16.095,19.095
"71195","OR",41,20210113,"stable",20.053,9.313,2.784,6.049,6.129,2.158,0.839,0.365,0.082,0,0,0,0,0,0,0,0,0,0,0,8.951,11.951,14.951
"71196","OR",41,20210114,"stable",2.224,8.897,-1.328,3.785,4.379,1.304,0.336,0.086,0.013,0,0,0,0,0,0,0,0,0,0,0,11.215,14.215,17.215
"71197","OR",41,20210115,"stable",1.013,10.434,-1.513,4.461,5.076,1.919,0.762,0.327,0.1,0.004,0,0,0,0,0,0,0,0,0,0,10.544,13.539,16.539
"71198","OR",41,20210116,"stable",0.53,7.754,-0.967,3.394,4.008,1.064,0.251,0.047,0.004,0,0,0,0,0,0,0,0,0,0,0,11.606,14.606,17.606
"71199","OR",41,20210117,"stable",0.187,8.139,-1.346,3.396,4.068,1.104,0.321,0.125,0.035,0,0,0,0,0,0,0,0,0,0,0,11.604,14.604,17.604
"71200","OR",41,20210118,"stable",0.073,9.095,-1.942,3.576,4.215,1.255,0.307,0.057,0.003,0,0,0,0,0,0,0,0,0,0,0,11.424,14.424,17.424
"71201","OR",41,20210119,"stable",0.029,6.247,-4.778,0.734,2.463,0.487,0.08,0.014,0.002,0,0,0,0,0,0,0,0,0,0,0,14.266,17.266,20.266
"71202","OR",41,20210120,"stable",0.017,6.105,-6.096,0.005,2.271,0.511,0.143,0.033,0.005,0,0,0,0,0,0,0,0,0,0,0,14.995,17.995,20.995
"71203","OR",41,20210121,"stable",0.432,7.145,-4.863,1.141,2.806,0.66,0.128,0.027,0.003,0,0,0,0,0,0,0,0,0,0,0,13.859,16.859,19.859
"71204","OR",41,20210122,"stable",1.056,5.693,-0.969,2.362,2.798,0.483,0.079,0.016,0,0,0,0,0,0,0,0,0,0,0,0,12.638,15.638,18.638
"71205","OR",41,20210123,"stable",0.925,2.729,-3.48,-0.375,1.093,0.083,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,15.375,18.375,21.375
"71206","OR",41,20210124,"stable",0.552,3.661,-7.341,-1.84,1.164,0.095,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84,19.84,22.84
"71207","OR",41,20210125,"stable",4.252,1.257,-7.04,-2.891,0.426,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.891,20.891,23.891
"71208","OR",41,20210126,"stable",1.285,0.251,-7.767,-3.758,0.427,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.758,21.758,24.758
"71209","OR",41,20210127,"stable",6.283,-0.638,-8.704,-4.671,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.671,22.671,25.671
"71210","OR",41,20210128,"stable",6.192,3.372,-2.88,0.246,1.269,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.754,17.754,20.754
"71211","OR",41,20210129,"stable",2.428,4.275,-1.735,1.27,1.886,0.087,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73,16.73,19.73
"71212","OR",41,20210130,"stable",1.963,4.217,-3.002,0.608,1.687,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.392,17.392,20.392
"71213","OR",41,20210131,"stable",3.974,5.929,-1.535,2.197,2.922,0.404,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,12.803,15.803,18.803
"71214","PA",42,20210101,"stable",0.396,1.741,-5.763,-2.011,0.564,0.035,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,17.011,20.011,23.011
"71215","PA",42,20210102,"stable",16.042,4.304,-4.92,-0.308,1.476,0.204,0.03,0.003,0,0,0,0,0,0,0,0,0,0,0,0,15.308,18.308,21.308
"71216","PA",42,20210103,"stable",0.793,6.036,-1.331,2.352,2.719,0.413,0.05,0.002,0,0,0,0,0,0,0,0,0,0,0,0,12.648,15.648,18.648
"71217","PA",42,20210104,"stable",7.386,1.866,-0.813,0.527,0.896,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.473,17.473,20.473
"71218","PA",42,20210105,"stable",0.493,2.404,-0.746,0.829,1.09,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.171,17.171,20.171
"71219","PA",42,20210106,"stable",0.239,1.741,-0.742,0.5,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,17.5,20.5
"71220","PA",42,20210107,"stable",0.005,1.147,-1.684,-0.268,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.268,18.268,21.268
"71221","PA",42,20210108,"stable",0,1.765,-5.289,-1.762,0.579,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.762,19.762,22.762
"71222","PA",42,20210109,"stable",0,0.064,-7.623,-3.779,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.779,21.779,24.779
"71223","PA",42,20210110,"stable",0,3.03,-7.453,-2.212,0.843,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.212,20.212,23.212
"71224","PA",42,20210111,"stable",0,3.758,-6.414,-1.328,1.086,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.328,19.328,22.328
"71225","PA",42,20210112,"stable",0,3.13,-5.594,-1.232,0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.232,19.232,22.232
"71226","PA",42,20210113,"stable",0,1.593,-4.791,-1.599,0.595,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.599,19.599,22.599
"71227","PA",42,20210114,"stable",0.056,4.263,-3.001,0.631,1.561,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.369,17.369,20.369
"71228","PA",42,20210115,"stable",0.229,6.325,-1.379,2.473,2.785,0.461,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,12.527,15.527,18.527
"71229","PA",42,20210116,"stable",7.445,5.761,-2.567,1.597,2.319,0.279,0.02,0.001,0,0,0,0,0,0,0,0,0,0,0,0,13.403,16.403,19.403
"71230","PA",42,20210117,"stable",1.128,2.418,-2.436,-0.009,1.009,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.009,18.009,21.009
"71231","PA",42,20210118,"stable",1.614,2.547,-1.64,0.453,1.041,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.547,17.547,20.547
"71232","PA",42,20210119,"stable",0.94,1.377,-2.355,-0.489,0.687,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.489,18.489,21.489
"71233","PA",42,20210120,"stable",1.305,2.287,-3.069,-0.391,0.918,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.391,18.391,21.391
"71234","PA",42,20210121,"stable",0.207,-0.693,-9.371,-5.032,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.032,23.032,26.032
"71235","PA",42,20210122,"stable",0.046,4.864,-4.71,0.077,1.66,0.155,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,14.923,17.923,20.923
"71236","PA",42,20210123,"stable",0.471,2.164,-7.019,-2.427,0.682,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.427,20.427,23.427
"71237","PA",42,20210124,"stable",0.021,-4.114,-9.604,-6.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.859,24.859,27.859
"71238","PA",42,20210125,"stable",0.362,-1.839,-10.18,-6.01,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01,24.01,27.01
"71239","PA",42,20210126,"stable",0.927,0.948,-5.517,-2.285,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.285,20.285,23.285
"71240","PA",42,20210127,"stable",3.744,2.422,-2.835,-0.206,0.905,0.065,0.01,0.001,0,0,0,0,0,0,0,0,0,0,0,0,15.206,18.206,21.206
"71241","PA",42,20210128,"stable",0.065,-0.637,-7.403,-4.02,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.02,22.02,25.02
"71242","PA",42,20210129,"stable",0.394,-3.833,-9.502,-6.668,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.668,24.668,27.668
"71243","PA",42,20210130,"stable",0.096,-4.934,-10.433,-7.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.684,25.684,28.684
"71244","PA",42,20210131,"stable",0.289,-1.2,-10.216,-5.708,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.708,23.708,26.708
"71245","RI",44,20210101,"stable",2.406,7.652,-4.423,1.614,2.816,0.559,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,13.386,16.386,19.386
"71246","RI",44,20210102,"stable",8.307,5.371,-3.871,0.75,1.886,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,17.25,20.25
"71247","RI",44,20210103,"stable",0.017,8.494,-2.393,3.05,3.566,0.894,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95,14.95,17.95
"71248","RI",44,20210104,"stable",0.809,1.82,-0.664,0.578,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.422,17.422,20.422
"71249","RI",44,20210105,"stable",0.107,4.142,-1.694,1.224,1.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.776,16.776,19.776
"71250","RI",44,20210106,"stable",0.243,2.324,-0.862,0.731,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.269,17.269,20.269
"71251","RI",44,20210107,"stable",0,5.036,-0.8,2.118,2.251,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.882,15.882,18.882
"71252","RI",44,20210108,"stable",0,4.738,-4.814,-0.037,1.509,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.037,18.037,21.037
"71253","RI",44,20210109,"stable",0,5.642,-4.954,0.344,1.863,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.656,17.656,20.656
"71254","RI",44,20210110,"stable",0,1.88,-4.209,-1.164,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.164,19.164,22.164
"71255","RI",44,20210111,"stable",0,5.409,-7.191,-0.891,1.581,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.891,18.891,21.891
"71256","RI",44,20210112,"stable",0,2.57,-6.025,-1.727,0.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.727,19.727,22.727
"71257","RI",44,20210113,"stable",0,4.916,-4.075,0.421,1.665,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.579,17.579,20.579
"71258","RI",44,20210114,"stable",0,4.855,-2.825,1.016,1.798,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.984,16.984,19.984
"71259","RI",44,20210115,"stable",0.235,6.791,0.248,3.519,3.52,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.481,14.481,17.481
"71260","RI",44,20210116,"stable",26.172,7.17,1.852,4.512,4.512,0.647,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488,13.488,16.488
"71261","RI",44,20210117,"stable",16.536,11.19,0.672,5.931,5.931,2.168,0.773,0.174,0.001,0,0,0,0,0,0,0,0,0,0,0,9.069,12.069,15.069
"71262","RI",44,20210118,"stable",0,6.173,1.24,3.707,3.707,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.293,14.293,17.293
"71263","RI",44,20210119,"stable",0,6.95,-3.198,1.875,2.674,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.125,19.125
"71264","RI",44,20210120,"stable",0.156,4.855,-2.974,0.94,1.763,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06,17.06,20.06
"71265","RI",44,20210121,"stable",0.027,3.407,-7.823,-2.208,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.208,20.208,23.208
"71266","RI",44,20210122,"stable",0.003,2.058,-7.696,-2.819,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.819,20.819,23.819
"71267","RI",44,20210123,"stable",0,6.54,-3.43,1.555,2.454,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.445,16.445,19.445
"71268","RI",44,20210124,"stable",0,-1.202,-9.058,-5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.13,23.13,26.13
"71269","RI",44,20210125,"stable",0,-1.148,-8.905,-5.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.026,23.026,26.026
"71270","RI",44,20210126,"stable",0,2.651,-7.901,-2.625,0.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.625,20.625,23.625
"71271","RI",44,20210127,"stable",9.773,1.218,-3.979,-1.38,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.38,19.38,22.38
"71272","RI",44,20210128,"stable",0.002,1.939,-2.68,-0.371,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.371,18.371,21.371
"71273","RI",44,20210129,"stable",0.028,-0.159,-13.043,-6.601,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.601,24.601,27.601
"71274","RI",44,20210130,"stable",0,-7.828,-14.133,-10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98,28.98,31.98
"71275","RI",44,20210131,"stable",0,-4.881,-15.535,-10.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.208,28.208,31.208
"71276","SC",45,20210101,"stable",14.929,16.185,7.723,11.954,11.954,6.956,4.245,2.807,1.69,0.7,0.207,0.043,0.01,0,0,0,0,0,0,0,3.747,6.253,9.056
"71277","SC",45,20210102,"stable",23.285,18.164,10.906,14.535,14.535,9.536,6.715,5.06,3.66,2.053,0.918,0.454,0.289,0,0,0,0,0,0,0,2.518,4.383,6.754
"71278","SC",45,20210103,"stable",17.043,17.782,11.148,14.465,14.465,9.465,6.503,4.71,3.111,1.237,0.288,0.037,0.001,0,0,0,0,0,0,0,1.772,3.823,6.536
"71279","SC",45,20210104,"stable",0.009,16.264,3.705,9.984,9.998,5.463,3.291,2.153,1.251,0.386,0.039,0,0,0,0,0,0,0,0,0,5.402,8.054,11.016
"71280","SC",45,20210105,"stable",0.046,14.077,1.9,7.989,8,3.729,1.973,1.078,0.418,0.018,0,0,0,0,0,0,0,0,0,0,7.029,10.011,13.011
"71281","SC",45,20210106,"stable",0.252,14.804,0.502,7.653,7.707,3.807,2.143,1.267,0.593,0.071,0,0,0,0,0,0,0,0,0,0,7.418,10.347,13.347
"71282","SC",45,20210107,"stable",0.003,11.122,-1.191,4.965,5.197,1.984,0.733,0.224,0.03,0,0,0,0,0,0,0,0,0,0,0,10.035,13.035,16.035
"71283","SC",45,20210108,"stable",15.52,10.73,-0.586,5.072,5.228,1.911,0.689,0.212,0.029,0,0,0,0,0,0,0,0,0,0,0,9.928,12.928,15.928
"71284","SC",45,20210109,"stable",3.402,5.852,1.694,3.773,3.812,0.418,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,11.227,14.227,17.227
"71285","SC",45,20210110,"stable",0.008,10.019,-1.955,4.032,4.433,1.464,0.373,0.026,0,0,0,0,0,0,0,0,0,0,0,0,10.968,13.968,16.968
"71286","SC",45,20210111,"stable",0.022,11.011,-1.796,4.607,4.968,1.885,0.68,0.192,0.011,0,0,0,0,0,0,0,0,0,0,0,10.393,13.393,16.393
"71287","SC",45,20210112,"stable",6.337,9.521,2.408,5.964,5.964,1.826,0.519,0.146,0.024,0,0,0,0,0,0,0,0,0,0,0,9.036,12.036,15.036
"71288","SC",45,20210113,"stable",0.067,11.338,1.361,6.349,6.406,2.456,0.883,0.236,0.018,0,0,0,0,0,0,0,0,0,0,0,8.651,11.651,14.651
"71289","SC",45,20210114,"stable",0.303,8.507,0.391,4.449,4.54,1.116,0.222,0.032,0,0,0,0,0,0,0,0,0,0,0,0,10.551,13.551,16.551
"71290","SC",45,20210115,"stable",0.027,13.916,0.375,7.145,7.165,3.356,1.764,0.945,0.348,0.001,0,0,0,0,0,0,0,0,0,0,7.855,10.855,13.855
"71291","SC",45,20210116,"stable",5.597,12.591,0.191,6.391,6.446,2.779,1.309,0.619,0.225,0.017,0,0,0,0,0,0,0,0,0,0,8.626,11.609,14.609
"71292","SC",45,20210117,"stable",0.012,8.938,-2.113,3.413,3.843,1.079,0.205,0.012,0,0,0,0,0,0,0,0,0,0,0,0,11.587,14.587,17.587
"71293","SC",45,20210118,"stable",0.003,10.372,-1.755,4.308,4.63,1.619,0.49,0.103,0.002,0,0,0,0,0,0,0,0,0,0,0,10.692,13.692,16.692
"71294","SC",45,20210119,"stable",0,12.677,-1.691,5.493,5.76,2.551,1.191,0.526,0.12,0,0,0,0,0,0,0,0,0,0,0,9.507,12.507,15.507
"71295","SC",45,20210120,"stable",0,16.064,-1.139,7.463,7.606,4.086,2.478,1.593,0.866,0.134,0,0,0,0,0,0,0,0,0,0,7.672,10.537,13.537
"71296","SC",45,20210121,"stable",0.002,16.715,4.477,10.596,10.596,5.751,3.472,2.296,1.342,0.36,0.024,0,0,0,0,0,0,0,0,0,4.764,7.429,10.404
"71297","SC",45,20210122,"stable",0.909,14.018,6.559,10.288,10.288,5.301,2.672,1.404,0.538,0.047,0,0,0,0,0,0,0,0,0,0,4.759,7.712,10.712
"71298","SC",45,20210123,"stable",0.932,13.749,0.906,7.328,7.365,3.378,1.726,0.892,0.295,0.002,0,0,0,0,0,0,0,0,0,0,7.674,10.672,13.672
"71299","SC",45,20210124,"stable",0,13.718,0.037,6.878,6.986,3.265,1.692,0.89,0.314,0.005,0,0,0,0,0,0,0,0,0,0,8.127,11.122,14.122
"71300","SC",45,20210125,"stable",0.951,13.516,1.521,7.518,7.543,3.473,1.761,0.912,0.331,0.015,0,0,0,0,0,0,0,0,0,0,7.496,10.482,13.482
"71301","SC",45,20210126,"stable",6.138,17.415,8.623,13.019,13.019,8.019,5.119,3.529,2.328,1.133,0.456,0.207,0.122,0,0,0,0,0,0,0,3.113,5.437,8.103
"71302","SC",45,20210127,"stable",8.694,20.555,11.649,16.102,16.102,11.102,8.116,6.191,4.413,2.224,0.817,0.241,0.075,0,0,0,0,0,0,0,1.122,2.715,4.973
"71303","SC",45,20210128,"stable",10.613,14.853,4.654,9.753,9.753,4.935,2.655,1.525,0.674,0.04,0,0,0,0,0,0,0,0,0,0,5.287,8.247,11.247
"71304","SC",45,20210129,"stable",0.019,10.452,-2.846,3.803,4.425,1.593,0.517,0.137,0.01,0,0,0,0,0,0,0,0,0,0,0,11.197,14.197,17.197
"71305","SC",45,20210130,"stable",0.009,9.231,-3.354,2.939,3.726,1.106,0.215,0.013,0,0,0,0,0,0,0,0,0,0,0,0,12.061,15.061,18.061
"71306","SC",45,20210131,"stable",2.56,9.676,-2.182,3.747,4.216,1.422,0.515,0.196,0.049,0,0,0,0,0,0,0,0,0,0,0,11.253,14.253,17.253
"71307","SD",46,20210101,"stable",0.002,0.655,-11.549,-5.447,0.605,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.447,23.447,26.447
"71308","SD",46,20210102,"stable",0,3.01,-10.678,-3.834,1.018,0.126,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,18.834,21.834,24.834
"71309","SD",46,20210103,"stable",0,4.524,-8.623,-2.049,1.443,0.256,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,17.049,20.049,23.049
"71310","SD",46,20210104,"stable",0.008,5.808,-7.288,-0.74,1.994,0.416,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,15.74,18.74,21.74
"71311","SD",46,20210105,"stable",0.004,6.279,-6.629,-0.175,2.064,0.339,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,15.175,18.175,21.175
"71312","SD",46,20210106,"stable",0.856,4.701,-5.424,-0.361,1.541,0.128,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,15.361,18.361,21.361
"71313","SD",46,20210107,"stable",0.483,2.917,-4.795,-0.939,0.817,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.939,18.939,21.939
"71314","SD",46,20210108,"stable",0.063,1.116,-4.482,-1.683,0.293,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.683,19.683,22.683
